year,university,school,degree,Key,employment_rate_overall,employment_rate_ft_perm,basic_monthly_mean,basic_monthly_median,gross_monthly_mean,gross_monthly_median,gross_mthly_25_percentile,gross_mthly_75_percentile,gross_monthly_mean.1,gross_monthly_median.1,gross_mthly_25_percentile.1,gross_mthly_75_percentile.1
2014,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Fine Arts in Digital Arts & Animation,2697,90.6,84.4,2586,2600,2603,2600,2300,2885,2603,2600,2300,2885
2014,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Science in Computer Science & Game Design,2698,100,100,2932,2875,2955,2975,2800,3075,2955,2975,2800,3075
2014,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Science in Computer Science in Real-Time Interactive Simulation,2699,100,100,2859,3000,2910,3000,2700,3300,2910,3000,2700,3300
2014,Singapore Institute of Technology,The Glasgow School of Art,Bachelor of Arts with Honours in Communication Design,2700,89.1,78.3,2547,2500,2595,2500,2400,2800,2595,2500,2400,2800
2014,Singapore Institute of Technology,The Glasgow School of Art,Bachelor of Arts with Honours in Interior Design,2701,93.9,90.9,2553,2500,2583,2500,2373,2800,2583,2500,2373,2800
2014,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Chemical Engineering,2702,90.1,84.5,3041,3000,3325,3300,3000,3650,3325,3300,3000,3650
2014,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Marine Engineering,2703,92.6,88.9,3208,3100,3334,3260,3003,3594,3334,3260,3003,3594
2014,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Mechanical Design & Manufacturing Engineering,2704,97.1,85.7,3196,3000,3273,3100,3000,3338,3273,3100,3000,3338
2014,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Naval Architecture,2705,100,94.1,3293,3355,3467,3500,3233,3675,3467,3500,3233,3675
2014,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Offshore Engineering,2706,91.3,91.3,3311,3200,3467,3300,3075,3625,3467,3300,3075,3625
2014,Singapore Institute of Technology,Newcastle University,Bachelor of Science with Honours in Food & Human Nutrition,2707,75,61.4,2806,2750,2854,2800,2500,3170,2854,2800,2500,3170
2014,Singapore Institute of Technology,Technische Universität München,Bachelor of Science in Chemical Engineering,2708,86.7,86.7,2954,2900,3285,3200,2950,3755,3285,3200,2950,3755
2014,Singapore Institute of Technology,Technische Universität München,Bachelor of Science in Electrical Engineering & Information Technology,2709,85.7,82.1,3072,2900,3141,3000,2800,3480,3141,3000,2800,3480
2014,Singapore Institute of Technology,The Culinary Institute of America,Bachelor of Professional Studies in Culinary Arts Management,2710,89.3,89.3,2430,2400,2503,2500,2200,2600,2503,2500,2200,2600
2014,Singapore Institute of Technology,Trinity College Dublin,Bachelor in Science (Occupational Therapy),2711,100,100,3127,3100,3151,3100,3000,3338,3151,3100,3000,3338
2014,Singapore Institute of Technology,Trinity College Dublin,Bachelor in Science (Physiotherapy),2712,100,100,3204,3200,3229,3200,3000,3500,3229,3200,3000,3500
2014,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Aeronautical Engineering,2713,88,88,3396,3000,3415,3000,2849,4194,3415,3000,2849,4194
2014,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Aerospace Systems,2714,85.7,75,3217,3100,3333,3150,2900,3500,3333,3150,2900,3500
2014,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Mechanical Design Engineering,2715,92.3,92.3,3229,3000,3424,3250,2950,3556,3424,3250,2950,3556
2014,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Mechatronics,2716,93,87.3,3067,3050,3209,3100,2964,3443,3209,3100,2964,3443
2014,Singapore Institute of Technology,University of Manchester,Bachelor of Science with Honours in Nursing Practice,2717,97.2,94.4,3230,3260,3464,3511,3115,3860,3464,3511,3115,3860
2014,Singapore Institute of Technology,"University of Nevada, Las Vegas",Bachelor of Science (Major in Hospitality Management),2718,88.8,78,2445,2500,2634,2500,2300,2900,2634,2500,2300,2900
2014,Singapore Institute of Technology,Wheelock College,Bachelor of Science in Early Childhood Education,2719,97.1,97.1,2509,2600,2553,2600,2475,2613,2553,2600,2475,2613
2015,Nanyang Technological University,College of Business (Nanyang Business School),Accountancy and Business,2720,98.6,97.3,4225,3500,4438,3770,3000,4850,4438,3770,3000,4850
2015,Nanyang Technological University,College of Business (Nanyang Business School),Accountancy (3-yr direct Honours Programme),2721,97.3,96.5,3182,2850,3240,2875,2850,3125,3240,2875,2850,3125
2015,Nanyang Technological University,College of Business (Nanyang Business School),Business (3-yr direct Honours Programme),2722,92.2,87.6,3343,3100,3502,3200,2900,3700,3502,3200,2900,3700
2015,Nanyang Technological University,College of Business (Nanyang Business School),Business and Computing,2723,100,100,4036,4184,4395,4583,3800,4876,4395,4583,3800,4876
2015,Nanyang Technological University,College of Engineering,Aerospace Engineering,2724,86,86,3699,3650,3724,3700,3450,4000,3724,3700,3450,4000
2015,Nanyang Technological University,College of Engineering,Aerospace Engineering and Economics **,2725,na,na,na,na,na,na,na,na,na,na,na,na
2015,Nanyang Technological University,College of Engineering,Bioengineering,2726,92.6,76.5,3079,3000,3197,3113,2900,3450,3197,3113,2900,3450
2015,Nanyang Technological University,College of Engineering,Business and Computer Engineering **,2727,na,na,na,na,na,na,na,na,na,na,na,na
2015,Nanyang Technological University,College of Engineering,Chemical And Biomolecular Engineering,2728,86.8,80.9,3156,3100,3373,3300,3000,3600,3373,3300,3000,3600
2015,Nanyang Technological University,College of Engineering,Chemical And Biomolecular Engineering and Economics **,2729,na,na,na,na,na,na,na,na,na,na,na,na
2015,Nanyang Technological University,College of Engineering,Computer Engineering,2730,85.1,83,3489,3350,3577,3500,3200,4000,3577,3500,3200,4000
2015,Nanyang Technological University,College of Engineering,Civil Engineering,2731,95.3,93,3125,3100,3206,3200,3000,3300,3206,3200,3000,3300
2015,Nanyang Technological University,College of Engineering,Computer Science,2732,92.4,91.4,3489,3300,3535,3300,3150,3800,3535,3300,3150,3800
2015,Nanyang Technological University,College of Engineering,Electrical And Electronic Engineering,2733,88.6,86.2,3345,3200,3446,3300,3000,3690,3446,3300,3000,3690
2015,Nanyang Technological University,College of Engineering,Environmental Engineering,2734,89.7,82.1,3472,3200,3673,3300,3000,3835,3673,3300,3000,3835
2015,Nanyang Technological University,College of Engineering,Environmental Engineering and Economics **,2735,na,na,na,na,na,na,na,na,na,na,na,na
2015,Nanyang Technological University,College of Engineering,Information Engineering And Media,2736,87.3,80,3271,3200,3375,3275,3000,3500,3375,3275,3000,3500
2015,Nanyang Technological University,College of Engineering,Information Engineering And Media and Economics **,2737,na,na,na,na,na,na,na,na,na,na,na,na
2015,Nanyang Technological University,College of Engineering,Materials Engineering,2738,82.9,76.8,3213,3100,3397,3200,3000,3600,3397,3200,3000,3600
2015,Nanyang Technological University,College of Engineering,Mechanical Engineering,2739,88,80.7,3248,3200,3388,3250,3000,3600,3388,3250,3000,3600
2015,Nanyang Technological University,College of Engineering,Mechanical Engineering and Economics **,2740,na,na,na,na,na,na,na,na,na,na,na,na
2015,Nanyang Technological University,College of Engineering,Maritime Studies,2741,95,95,3249,3200,3271,3200,3000,3300,3271,3200,3000,3300
2015,Nanyang Technological University,"College of Humanities, Arts & Social Sciences","Art, Design & Media",2742,79.3,56.9,3284,2800,3457,2800,2200,3000,3457,2800,2200,3000
2015,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Chinese,2743,81.8,76.6,2978,3000,3045,3200,2800,3500,3045,3200,2800,3500
2015,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Communication Studies,2744,85.1,74.4,2921,2900,3008,3000,2600,3330,3008,3000,2600,3330
2015,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Economics,2745,87.4,75.9,3322,3200,3496,3300,3000,3800,3496,3300,3000,3800
2015,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",English,2746,88,74,3238,3000,3322,3314,2604,3743,3322,3314,2604,3743
2015,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Linguistics And Multilingual Studies,2747,88.4,55.8,3475,3000,3753,3000,2800,3600,3753,3000,2800,3600
2015,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Psychology,2748,73.3,52,3099,3121,3264,3200,2800,3562,3264,3200,2800,3562
2015,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Sociology,2749,85.7,79.4,3260,3000,3402,3125,2700,3600,3402,3125,2700,3600
2015,Nanyang Technological University,College of Sciences,Biomedical Science (Traditional Chinese Medicine) #,2750,100,100,2832,2800,2882,2800,2500,3105,2882,2800,2500,3105
2015,Nanyang Technological University,College of Sciences,Biological Sciences,2751,74.6,65.3,3117,3000,3229,3190,2875,3600,3229,3190,2875,3600
2015,Nanyang Technological University,College of Sciences,Chemistry & Biological Chemistry,2752,83.9,72.3,2960,2900,3139,3000,2800,3500,3139,3000,2800,3500
2015,Nanyang Technological University,College of Sciences,Mathematics & Economics,2753,95.3,84.4,3291,3000,3440,3205,2925,3500,3440,3205,2925,3500
2015,Nanyang Technological University,College of Sciences,Mathematical Science,2754,81.8,72.7,3254,3125,3402,3240,2950,3500,3402,3240,2950,3500
2015,Nanyang Technological University,College of Sciences,Physics / Applied Physics,2755,82.1,69.6,3098,3000,3186,3200,2900,3400,3186,3200,2900,3400
2015,Nanyang Technological University,College of Sciences,Sports Science and Management,2756,90.7,72.1,3232,3000,3307,3295,2900,3600,3307,3295,2900,3600
2015,Nanyang Technological University,National Institute of Education (NIE),Science (with Education),2757,100,100,3496,3500,3604,3504,3500,3855,3604,3504,3500,3855
2015,Nanyang Technological University,National Institute of Education (NIE),Arts (with Education),2758,100,100,3551,3500,3622,3500,3500,3605,3622,3500,3500,3605
2015,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Arts,2759,88.4,74.6,2839,2880,2999,3000,2700,3215,2999,3000,2700,3215
2015,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Arts (Hons),2760,83,70.5,3266,3310,3310,3310,3000,3625,3310,3310,3000,3625
2015,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Social Sciences,2761,88.6,79.8,3317,3300,3442,3310,3000,3686,3442,3310,3000,3686
2015,National University of Singapore,NUS Business School,Bachelor of Business Administration,2762,88.2,80.3,3164,3000,3341,3000,2800,3700,3341,3000,2800,3700
2015,National University of Singapore,NUS Business School,Bachelor of Business Administration (Hons),2763,96,93.1,4173,3750,4326,3800,3300,4600,4326,3800,3300,4600
2015,National University of Singapore,NUS Business School,Bachelor of Business Administration (Accountancy),2764,97.6,97.6,2817,2850,2983,2850,2700,2960,2983,2850,2700,2960
2015,National University of Singapore,NUS Business School,Bachelor of Business Administration (Accountancy) (Hons),2765,98.6,98.6,3547,3000,3587,3000,2850,3634,3587,3000,2850,3634
2015,National University of Singapore,School of Computing,Bachelor of Computing (Communications and Media),2766,92.6,85.2,3230,3500,3291,3500,2800,3800,3291,3500,2800,3800
2015,National University of Singapore,School of Computing,Bachelor of Computing (Computational Biology) **,2767,na,na,na,na,na,na,na,na,na,na,na,na
2015,National University of Singapore,School of Computing,Bachelor of Computing (Computer Engineering) **,2768,na,na,na,na,na,na,na,na,na,na,na,na
2015,National University of Singapore,School of Computing,Bachelor of Computing (Computer Science),2769,97,95,3847,3700,3890,3700,3300,4400,3890,3700,3300,4400
2015,National University of Singapore,School of Computing,Bachelor of Computing (Electronic Commerce),2770,90.3,87.1,3255,3300,3301,3300,3000,3500,3301,3300,3000,3500
2015,National University of Singapore,School of Computing,Bachelor of Computing (Information Systems),2771,97.2,97.2,3597,3500,3699,3550,3200,4100,3699,3550,3200,4100
2015,National University of Singapore,Faculty of Dentistry,Bachelor of Dental Surgery,2772,100,100,4053,4000,4083,4000,4000,4400,4083,4000,4000,4400
2015,National University of Singapore,School of Design & Environment,Bachelor of Arts (Architecture) #,2773,97.6,96.4,4054,4114,4099,4127,3700,4500,4099,4127,3700,4500
2015,National University of Singapore,School of Design & Environment,Bachelor of Arts (Industrial Design),2774,72,60,2907,3000,2908,3000,2700,3200,2908,3000,2700,3200
2015,National University of Singapore,School of Design & Environment,Bachelor of Science (Project and Facilities Management),2775,94.3,90.8,2989,3000,3067,3000,2800,3215,3067,3000,2800,3215
2015,National University of Singapore,School of Design & Environment,Bachelor of Science (Real Estate),2776,93.9,89.6,3146,3000,3325,3100,2810,3500,3325,3100,2810,3500
2015,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Biomedical Engineering),2777,86.2,75.9,3256,3200,3357,3300,3000,3500,3357,3300,3000,3500
2015,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Chemical Engineering),2778,86,82.9,3400,3300,3529,3500,3000,4000,3529,3500,3000,4000
2015,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Civil Engineering),2779,96.5,95.3,3300,3300,3366,3350,3200,3500,3366,3350,3200,3500
2015,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Computer Engineering),2780,91.8,90.6,4119,4000,4252,4000,3325,4583,4252,4000,3325,4583
2015,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Electrical Engineering),2781,92.1,90.4,3452,3200,3589,3300,3000,3700,3589,3300,3000,3700
2015,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Engineering Science),2782,82.6,73.9,3768,3735,3812,3800,3500,4420,3812,3800,3500,4420
2015,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Environmental Engineering),2783,88.1,85.7,3318,3430,3337,3450,3000,3670,3337,3450,3000,3670
2015,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Industrial and Systems Engineering),2784,96.1,94.7,3624,3475,3724,3500,3300,4030,3724,3500,3300,4030
2015,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Materials Science and Engineering),2785,100,95,3121,3200,3391,3350,3050,3790,3391,3350,3050,3790
2015,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Mechanical Engineering),2786,83.3,80,3279,3200,3422,3300,3000,3600,3422,3300,3000,3600
2015,National University of Singapore,Faculty of Law,Bachelor of Laws (L.L.B) (Hons) #,2787,96.9,96.9,4866,4600,4910,4700,4200,5800,4910,4700,4200,5800
2015,National University of Singapore,YLL School of Medicine,Bachelor of Medicine and Bachelor of Surgery #,2788,100,100,4352,4500,4729,4900,4500,5000,4729,4900,4500,5000
2015,National University of Singapore,YLL School of Medicine,Bachelor of Science (Nursing),2789,97.3,97.3,3175,3200,3356,3400,3200,3445,3356,3400,3200,3445
2015,National University of Singapore,YLL School of Medicine,Bachelor of Science (Nursing) (Hons),2790,100,100,3219,3200,3466,3435,3300,3700,3466,3435,3300,3700
2015,National University of Singapore,Yong Siew Toh Conservatory of Music,Bachelor of Music,2791,82.4,41.2,3244,3200,3344,3300,3000,3600,3344,3300,3000,3600
2015,National University of Singapore,Faculty of Science,Bachelor of Applied Science **,2792,na,na,na,na,na,na,na,na,na,na,na,na
2015,National University of Singapore,Faculty of Science,Bachelor of Applied Science (Hons),2793,85.2,77.8,3203,3000,3355,3100,3000,4000,3355,3100,3000,4000
2015,National University of Singapore,Faculty of Science,Bachelor of Science,2794,84.3,64.2,2859,2900,3052,3000,2620,3200,3052,3000,2620,3200
2015,National University of Singapore,Faculty of Science,Bachelor of Science (Hons),2795,83.9,76.2,3245,3200,3321,3300,3000,3600,3321,3300,3000,3600
2015,National University of Singapore,Faculty of Science,Bachelor of Science (Computational Biology) **,2796,na,na,na,na,na,na,na,na,na,na,na,na
2015,National University of Singapore,Faculty of Science,Bachelor of Science (Pharmacy) (Hons) #,2797,99,97.9,3431,3500,3717,3500,3400,3929,3717,3500,3400,3929
2015,National University of Singapore,Multi-Disciplinary Programme,Bachelor of Environmental Studies,2798,71.9,59.4,3400,3462,3433,3500,3238,3550,3433,3500,3238,3550
2015,Singapore Management University,School of Accountancy (4-year programme) *,Accountancy,2799,97.3,93,3287,2900,3427,3000,2850,3500,3427,3000,2850,3500
2015,Singapore Management University,School of Accountancy (4-year programme) *,Accountancy Cum Laude and above,2800,97.7,97.7,3597,3100,3701,3200,2850,4110,3701,3200,2850,4110
2015,Singapore Management University,School of Business (4-year programme) *,Business Management,2801,93.9,88.2,3513,3200,3611,3300,3000,4000,3611,3300,3000,4000
2015,Singapore Management University,School of Business (4-year programme) *,Business Management Cum Laude and above,2802,98.3,93.3,4050,3800,4130,3868,3200,4600,4130,3868,3200,4600
2015,Singapore Management University,School of Economics (4-year programme) *,Economics,2803,90.3,85.8,3798,3500,3946,3500,3200,4100,3946,3500,3200,4100
2015,Singapore Management University,School of Economics (4-year programme) *,Economics Cum Laude and above,2804,98.2,92.7,4249,3800,4380,3850,3500,4700,4380,3850,3500,4700
2015,Singapore Management University,School of Information Systems (4-year programme) *,Information Systems Management,2805,94.8,85.9,3491,3500,3660,3500,3200,4110,3660,3500,3200,4110
2015,Singapore Management University,School of Information Systems (4-year programme) *,Information Systems Management Cum Laude and above,2806,97.4,92.1,3577,3800,3834,3800,3500,4166,3834,3800,3500,4166
2015,Singapore Management University,School of Social Sciences (4-year programme) *,Social Sciences,2807,89,83,3306,3100,3550,3200,2980,3600,3550,3200,2980,3600
2015,Singapore Management University,School of Social Sciences (4-year programme) *,Social Sciences Cum Laude and above,2808,93.1,89.7,3887,3500,4012,3560,3300,4583,4012,3560,3300,4583
2015,Singapore Management University,School of Law (4-year programme) *,Law #,2809,99,99,4889,4600,4997,4731,4350,5800,4997,4731,4350,5800
2015,Singapore Management University,School of Law (4-year programme) *,Law Cum Laude and above #,2810,100,100,5160,4766,5313,5000,4500,5995,5313,5000,4500,5995
2015,Singapore University of Technology and Design,na,Bachelor of Engineering (Engineering Product Development),2811,92.5,88.1,3595,3618,3565,3600,3400,3800,3565,3600,3400,3800
2015,Singapore University of Technology and Design,na,Bachelor of Engineering (Engineering Systems and Design),2812,80.3,71.8,3699,3450,3763,3500,3190,4100,3763,3500,3190,4100
2015,Singapore University of Technology and Design,na,Bachelor of Engineering (Information Systems Technology and Design),2813,86,83.7,3872,3700,3952,3950,3338,4450,3952,3950,3338,4450
2015,Singapore University of Technology and Design,na,Bachelor of Science (Architecture and Sustainable Design) ###,2814,na,na,na,na,na,na,na,na,na,na,na,na
2015,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Arts in Game Design **,2815,na,na,na,na,na,na,na,na,na,na,na,na
2015,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Fine Arts in Digital Arts & Animation,2816,88.5,65.4,2643,2700,2682,2700,2500,2800,2682,2700,2500,2800
2015,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Science in Computer Science & Game Design **,2817,na,na,na,na,na,na,na,na,na,na,na,na
2015,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Science in Computer Science in Real-Time Interactive Simulation,2818,95.2,90.5,3332,3200,3346,3233,3000,3500,3346,3233,3000,3500
2015,Singapore Institute of Technology,The Glasgow School of Art,Bachelor of Arts with Honours in Communication Design,2819,76.1,54.3,2896,2750,2922,2750,2523,2975,2922,2750,2523,2975
2015,Singapore Institute of Technology,The Glasgow School of Art,Bachelor of Arts with Honours in Interior Design,2820,87.5,71.9,2520,2600,2893,2700,2500,3025,2893,2700,2500,3025
2015,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Chemical Engineering,2821,85.5,72.6,3097,3000,3405,3250,2900,3750,3405,3250,2900,3750
2015,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Electrical Power Engineering,2822,83,77.4,3334,3100,3452,3300,3000,3550,3452,3300,3000,3550
2015,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Marine Engineering,2823,91.7,91.7,3180,3025,3354,3225,3050,3500,3354,3225,3050,3500
2015,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Mechanical Design & Manufacturing Engineering,2824,90.5,83.3,3069,3050,3266,3200,3000,3500,3266,3200,3000,3500
2015,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Naval Architecture,2825,100,100,3211,3050,3266,3141,2900,3500,3266,3141,2900,3500
2015,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Offshore Engineering,2826,100,94.7,3166,3125,3469,3350,3238,3575,3469,3350,3238,3575
2015,Singapore Institute of Technology,Newcastle University,Bachelor of Science with Honours in Food & Human Nutrition,2827,89.2,81.1,2683,2700,2876,2700,2475,3050,2876,2700,2475,3050
2015,Singapore Institute of Technology,Technische Universität München,Bachelor of Science in Chemical Engineering,2828,87.5,79.2,2759,2800,2970,2950,2800,3200,2970,2950,2800,3200
2015,Singapore Institute of Technology,Technische Universität München,Bachelor of Science in Electrical Engineering & Information Technology,2829,100,90,3044,3100,3339,3250,3000,3488,3339,3250,3000,3488
2015,Singapore Institute of Technology,The Culinary Institute of America,Bachelor of Professional Studies in Culinary Arts Management,2830,92.6,81.5,2482,2300,2586,2400,2000,2800,2586,2400,2000,2800
2015,Singapore Institute of Technology,Singapore Institute of Technology -Trinity College Dublin,Bachelor in Science (Diagnostic Radiography),2831,100,100,3322,3300,3486,3488,3313,3650,3486,3488,3313,3650
2015,Singapore Institute of Technology,Trinity College Dublin,Bachelor in Science (Occupational Therapy),2832,100,100,3126,3120,3149,3125,3000,3225,3149,3125,3000,3225
2015,Singapore Institute of Technology,Trinity College Dublin,Bachelor in Science (Physiotherapy),2833,100,98.3,3234,3200,3310,3222,3200,3500,3310,3222,3200,3500
2015,Singapore Institute of Technology,Trinity College Dublin,Bachelor in Science (Radiation Therapy) **,2834,na,na,na,na,na,na,na,na,na,na,na,na
2015,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Aeronautical Engineering,2835,81.6,73.7,2766,3000,2840,3000,2614,3293,2840,3000,2614,3293
2015,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Aerospace Systems,2836,83.3,70.8,3128,3000,3185,3000,2882,3300,3185,3000,2882,3300
2015,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Mechanical Design Engineering,2837,72.2,61.1,3160,3000,3685,3250,2960,4200,3685,3250,2960,4200
2015,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Mechatronics,2838,96.4,94.5,3202,3000,3404,3100,2975,3875,3404,3100,2975,3875
2015,Singapore Institute of Technology,University of Glasgow,Bachelor of Science with Honours in Computing Science,2839,95.6,86.7,3247,3250,3391,3300,3152,3400,3391,3300,3152,3400
2015,Singapore Institute of Technology,University of Manchester,Bachelor of Science with Honours in Nursing Practice,2840,98.3,96.7,3304,3400,3624,3615,3400,3838,3624,3615,3400,3838
2015,Singapore Institute of Technology,"University of Nevada, Las Vegas",Bachelor of Science (Major in Hospitality Management),2841,89.9,82.6,2515,2500,2607,2548,2338,2850,2607,2548,2338,2850
2015,Singapore Institute of Technology,Wheelock College,Bachelor of Science in Early Childhood Education,2842,100,96.4,2772,2700,2807,2700,2608,3000,2807,2700,2608,3000
2016,Nanyang Technological University,College of Business (Nanyang Business School),Accountancy,2843,97.3,95.1,3027,2900,3063,2900,2900,3100,3063,2900,2900,3100
2016,Nanyang Technological University,College of Business (Nanyang Business School),Accountancy and Business,2844,97.4,96.6,3836,3500,3893,3500,3100,4250,3893,3500,3100,4250
2016,Nanyang Technological University,College of Business (Nanyang Business School),Business,2845,89.6,77.1,3348,3200,3444,3300,3000,3800,3444,3300,3000,3800
2016,Nanyang Technological University,College of Business (Nanyang Business School),Business and Computing,2846,94.4,94.4,4232,4000,4407,4600,3800,5000,4407,4600,3800,5000
2016,Nanyang Technological University,College of Engineering,Aerospace Engineering,2847,82.4,77.9,3761,3625,3840,3675,3350,4435,3840,3675,3350,4435
2016,Nanyang Technological University,College of Engineering,Aerospace Engineering and Economics **,2848,na,na,na,na,na,na,na,na,na,na,na,na
2016,Nanyang Technological University,College of Engineering,Bioengineering,2849,77.8,63.9,3151,3200,3317,3237,3000,3510,3317,3237,3000,3510
2016,Nanyang Technological University,College of Engineering,Business and Computer Engineering **,2850,na,na,na,na,na,na,na,na,na,na,na,na
2016,Nanyang Technological University,College of Engineering,Chemical And Biomolecular Engineering,2851,80.6,72.6,3336,3225,3476,3400,3200,3800,3476,3400,3200,3800
2016,Nanyang Technological University,College of Engineering,Civil Engineering,2852,92.4,91.6,3407,3250,3505,3300,3200,3800,3505,3300,3200,3800
2016,Nanyang Technological University,College of Engineering,Computer Engineering,2853,83.3,75.9,3792,3500,3833,3500,3300,4420,3833,3500,3300,4420
2016,Nanyang Technological University,College of Engineering,Computer Science,2854,94.6,91.4,3784,3500,3848,3500,3300,4333,3848,3500,3300,4333
2016,Nanyang Technological University,College of Engineering,Electrical And Electronic Engineering,2855,89.1,83.6,3443,3300,3517,3400,3190,3800,3517,3400,3190,3800
2016,Nanyang Technological University,College of Engineering,Environmental Engineering,2856,80.6,74.2,3156,3100,3216,3100,2800,3400,3216,3100,2800,3400
2016,Nanyang Technological University,College of Engineering,Information Engineering And Media,2857,94.6,87.5,3496,3350,3570,3350,3000,4000,3570,3350,3000,4000
2016,Nanyang Technological University,College of Engineering,Maritime Studies,2858,94.2,88.5,3305,3300,3328,3398,3083,3500,3328,3398,3083,3500
2016,Nanyang Technological University,College of Engineering,Materials Engineering,2859,81.3,73.5,3197,3200,3317,3300,3000,3500,3317,3300,3000,3500
2016,Nanyang Technological University,College of Engineering,Materials Engineering and Economics **,2860,na,na,na,na,na,na,na,na,na,na,na,na
2016,Nanyang Technological University,College of Engineering,Mechanical Engineering,2861,86,79.9,3417,3300,3505,3350,3050,3959,3505,3350,3050,3959
2016,Nanyang Technological University,College of Engineering,Mechanical Engineering and Economics **,2862,na,na,na,na,na,na,na,na,na,na,na,na
2016,Nanyang Technological University,"College of Humanities, Arts & Social Sciences","Art, Design & Media",2863,79.7,46.6,2718,2700,2761,2700,2500,3000,2761,2700,2500,3000
2016,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Chinese,2864,91.1,74.7,3239,3300,3345,3300,3050,3500,3345,3300,3050,3500
2016,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Communication Studies,2865,87.7,69.6,2938,2900,2996,3000,2575,3365,2996,3000,2575,3365
2016,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Economics,2866,91.3,79.3,3385,3300,3440,3300,3000,3850,3440,3300,3000,3850
2016,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",English,2867,75,54.2,2974,3000,2997,3000,2700,3400,2997,3000,2700,3400
2016,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",History,2868,87.2,76.6,3027,3000,3082,3000,2700,3500,3082,3000,2700,3500
2016,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Linguistics And Multilingual Studies,2869,81.8,61.8,3283,3315,3368,3365,2960,3500,3368,3365,2960,3500
2016,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Psychology,2870,82.1,66.7,3083,3100,3136,3200,2800,3500,3136,3200,2800,3500
2016,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Public Policy And Global Affairs **,2871,na,na,na,na,na,na,na,na,na,na,na,na
2016,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Sociology,2872,86.1,63.9,3279,3300,3480,3500,3000,3850,3480,3500,3000,3850
2016,Nanyang Technological University,College of Sciences,Biomedical Sciences & Chinese Medicine #,2873,94.4,88.9,2525,2400,2577,2500,2150,2800,2577,2500,2150,2800
2016,Nanyang Technological University,College of Sciences,Biological Sciences,2874,80.5,64,3132,3100,3222,3175,3000,3550,3222,3175,3000,3550
